temperature,rainfall,humidity
69.89,47.44,94.58
75.92,36.14,87.37
35.33,94.07,78.57
60.72,44.01,88.07
83.7,41.87,73.18
48.9,84.93,78.71
53.57,86.12,98.48
70.2,21.64,57.36
84.43,56.47,57.12
77.12,91.15,32.35
81.77,64.48,70.84
55.57,48.89,61.11
77.58,72.2,44.34
87.99,48.29,98.02
32.29,48.81,71.83
58.45,28.79,46.61
33.58,26.34,95.53
55.38,67.93,91.94
32.58,22.52,41.92
75.02,86.72,45.98
74.92,25.13,76.69
76.25,69.35,32.63
66.4,53.06,45.33
30.21,24.86,62.31
27.72,24.13,85.53
73.69,31.21,43.78
75.45,68.96,77.37
85.6,27.2,35.59
90.4,79.41,54.2
33.55,52.62,79.11
78.31,43.77,58.77
31.66,67.25,68.95
28.29,69.43,70.05
71.54,75.55,91.91
37.84,64.15,54.87
70.73,66.13,75.58
55.49,28.57,53.45
84.2,48.3,64.49
48.23,24.59,61.37
41.4,30.41,52.96
57.16,95.65,41.85
60.82,72.86,31.68
85.48,56.87,45.08
66.38,49.83,62.14
43.89,90.58,48.33
62.84,79.93,63.11
30.08,50.44,30.27
68.84,63.92,52.86
40.73,60.27,71.39
67.02,76.87,80.63
75.94,21.65,79.41
72.81,40.49,92.32
45.98,85.31,84.18
56.56,69.35,96.94
69.86,65.44,87.22
45.66,28.74,94.08
87.34,50.01,84.15
42.61,33.97,62.7
77.94,79.82,94.19
82.28,47.59,61.52
75.59,37.42,41.87
66.71,59.0,34.22
83.56,64.57,59.13
85.88,87.95,33.06
37.19,67.18,42.23
39.85,57.0,75.04
72.12,57.0,61.0
68.4,95.17,67.8
74.55,39.0,98.27
78.89,92.61,31.54
68.36,57.46,73.81
64.47,24.93,88.48
70.47,52.51,78.19
81.59,94.12,90.48
89.86,42.57,69.13
29.35,83.38,53.06
74.41,27.2,65.65
51.46,42.67,40.76
82.77,63.77,93.72
78.37,87.59,33.67
36.3,68.13,78.77
29.54,47.16,62.74
49.74,54.41,59.78
88.03,95.39,87.11
73.07,27.3,63.78
57.17,81.76,42.77
48.87,56.15,39.93
45.89,68.82,28.08
73.49,59.58,34.24
62.52,65.36,61.09
26.2,58.29,50.24
49.85,76.57,31.44
90.69,49.15,48.92
64.59,95.24,48.82
78.1,31.33,63.02
25.52,85.36,30.28
60.57,84.05,52.18
82.37,32.86,57.67
33.38,48.02,97.24
40.09,75.19,70.06
81.92,89.69,91.33
79.85,27.8,77.82
60.63,74.43,33.84
36.75,93.3,98.67
27.72,73.31,69.75
85.33,76.63,53.83
37.54,84.09,84.7
83.33,33.1,74.41
40.92,43.42,61.52
38.61,68.22,75.68
66.68,80.73,81.7
77.51,48.85,33.27
71.45,69.85,39.05
47.56,38.5,86.73
45.97,87.44,95.1
28.56,73.01,64.96
72.38,33.16,54.97
72.35,23.99,44.73
26.91,40.53,91.93
62.26,25.58,36.11
77.44,85.58,51.59
39.13,89.12,77.39
83.31,74.08,83.99
57.13,58.06,47.63
47.61,21.22,42.98
82.3,27.22,64.03
39.7,27.47,36.76
59.42,45.92,68.13
32.18,74.96,51.16
56.06,52.12,96.77
68.56,55.34,51.37
50.59,25.05,89.65
53.88,43.1,31.47
70.04,81.33,60.6
58.3,50.56,59.99
48.08,56.49,98.07
34.77,35.83,71.47
34.51,42.96,89.06
59.59,92.12,35.27
45.87,68.88,46.93
61.37,61.84,75.61
32.42,59.79,40.8
38.09,68.48,66.74
49.56,82.88,81.67
80.79,56.14,91.17
74.41,43.05,84.88
51.28,89.42,64.61
43.09,20.63,91.63
78.49,62.4,43.57
54.34,51.8,83.73
67.34,20.79,56.38
64.23,56.35,81.58
68.22,89.04,98.75
35.54,50.74,90.62
90.63,58.23,32.47
55.52,56.64,48.83
79.65,37.49,83.19
70.44,59.6,51.32
47.0,50.9,32.04
66.81,43.61,87.79
33.28,49.83,77.32
58.75,63.05,64.61
27.15,24.11,77.36
38.9,21.35,53.04
31.31,40.8,35.62
86.02,54.54,54.79
45.89,86.91,71.49
81.99,77.23,93.99
49.63,93.35,40.45
51.15,34.73,59.24
26.62,49.31,87.11
68.62,66.97,82.98
25.82,30.49,95.63
83.7,33.07,93.3
62.35,86.44,38.64
26.02,67.34,92.83
25.57,32.04,35.41
62.67,44.53,31.7
61.2,21.6,75.74
85.71,25.24,87.23
62.37,90.03,29.57
57.69,45.61,97.99
59.34,64.37,72.16
51.6,35.43,33.1
56.27,92.44,95.08
81.17,95.0,43.32
48.75,52.28,91.64
82.79,82.54,75.1
71.04,84.21,47.55
34.58,84.85,43.99
58.19,35.65,87.83
34.56,26.36,31.1
71.82,95.02,65.3
48.26,22.03,93.61
39.14,30.54,55.37
85.65,65.29,50.86
47.19,58.44,89.45
36.22,24.82,29.53
74.0,22.08,77.77
39.43,50.51,74.08
56.93,69.46,37.44
84.25,32.83,34.34
71.19,32.39,80.66
65.11,42.24,81.82
27.35,24.06,86.61
75.02,57.69,87.26
61.53,90.72,95.38
64.48,78.62,28.12
47.17,54.94,61.87
87.24,79.34,85.05
70.78,36.7,76.01
63.09,40.31,32.01
30.37,25.06,78.37
77.6,70.77,74.23
79.82,82.72,39.18
76.8,95.48,52.4
31.66,62.59,64.61
41.73,60.71,85.73
31.05,56.03,88.83
87.32,52.96,50.5
85.63,33.02,79.87
67.09,76.37,57.81
48.3,60.48,37.03
85.12,39.69,60.02
58.92,25.17,42.37
43.55,40.15,88.54
75.2,64.28,38.22
50.03,82.82,68.52
70.74,32.92,58.84
56.66,32.84,79.03
63.87,42.37,97.3
80.4,60.09,35.96
68.74,41.75,46.54
61.73,39.51,73.73
53.03,56.67,45.21
80.17,40.95,61.0
30.01,64.31,53.76
67.44,26.81,72.88
65.04,72.54,50.83
54.09,93.83,66.73
83.64,62.04,98.17
26.69,64.7,36.83
84.18,71.15,84.96
87.49,28.6,39.72
34.54,55.65,38.99
46.49,77.78,57.77
32.82,25.44,65.49
66.91,46.05,52.23
84.69,36.38,28.54
72.91,29.95,34.67
51.6,21.19,94.37
43.89,25.34,74.97
74.05,35.0,31.44
41.41,73.59,60.75
44.9,46.08,53.9
77.41,62.14,85.24
37.59,83.09,32.75
79.3,32.66,34.44
67.94,75.1,73.56
45.82,26.26,78.73
39.9,91.67,69.63
90.42,54.9,66.31
62.86,81.71,28.87
47.34,62.19,30.74
52.91,52.52,49.55
64.87,63.57,28.21
52.75,50.28,85.57
46.84,53.53,70.36
85.15,55.17,35.54
47.0,67.66,37.15
67.08,43.69,85.71
70.56,83.75,51.75
88.6,39.91,62.33
82.54,93.43,87.32
83.73,25.47,70.09
59.95,82.48,58.03
89.88,44.82,28.75
84.56,29.65,76.7
57.28,40.21,29.13
52.25,20.5,51.75
78.82,44.74,92.08
61.56,48.17,98.27
71.28,64.8,94.11
69.17,64.7,65.81
90.08,70.82,96.33
34.39,68.72,39.25
36.34,63.81,47.73
55.9,70.26,45.03
65.28,67.34,71.4
53.54,43.8,70.55
44.14,89.06,49.55
48.39,92.16,53.97
55.36,56.23,72.95
69.51,40.05,70.62
48.5,29.13,88.85
55.31,21.21,78.28
39.45,45.61,48.9
77.17,45.77,36.23
82.87,91.89,52.77
70.18,40.3,31.81
74.17,46.12,68.72
61.49,30.73,80.81
53.1,26.92,63.59
50.93,38.55,90.94
27.58,79.52,62.16
75.61,53.03,31.82
35.26,89.65,79.85
88.06,92.48,54.81
41.31,53.94,40.72
36.85,92.21,89.05
65.5,26.13,38.92
86.14,29.51,39.48
57.86,74.51,66.4
27.73,86.5,39.76
36.91,50.93,41.59
54.07,67.79,92.57
30.45,46.88,69.8
39.88,24.52,37.47
81.44,93.99,55.35
84.15,53.82,37.94
49.58,52.65,74.25
56.97,50.85,94.23
34.07,32.64,84.91
45.77,68.77,61.91
34.16,31.53,91.35
43.9,30.01,86.77
41.35,59.74,64.76
66.85,31.7,37.03
56.68,91.37,50.12
44.51,72.87,68.35
88.15,26.07,73.36
39.77,78.04,66.6
56.17,65.59,36.72
90.32,93.76,61.03
84.29,35.95,32.9
68.77,34.71,32.52
28.06,71.91,41.59
31.11,57.61,74.53
86.73,59.0,41.11
50.07,87.7,37.09
69.39,45.81,86.97
50.87,27.35,34.94
83.54,87.19,37.33
62.7,54.53,62.84
52.4,61.46,61.45
55.59,79.43,81.32
25.19,47.34,85.35
58.47,30.8,36.96
79.75,93.66,89.88
42.53,23.25,53.66
73.16,47.43,61.8
85.77,43.84,38.87
87.32,54.52,49.57
50.21,35.54,97.44
74.74,24.47,86.19
56.08,68.64,41.3
37.18,74.07,54.7
85.13,31.74,68.04
62.03,35.2,72.26
89.82,67.38,73.24
53.18,64.39,73.52
44.51,21.06,82.83
67.98,93.96,92.43
53.87,81.77,45.2
43.93,75.84,84.19
69.26,68.37,33.2
28.11,24.72,66.47
53.71,22.88,52.93
56.01,26.15,85.03
70.78,59.49,88.8
77.56,37.51,57.19
57.81,55.37,67.98
72.07,24.95,50.3
83.08,74.35,36.64
56.93,81.68,83.46
39.21,31.78,91.18
83.7,95.7,50.43
48.97,53.39,43.1
45.62,20.59,63.47
36.47,48.68,82.06
67.57,71.65,74.9
33.01,68.07,60.88
61.53,91.2,86.27
57.56,52.65,40.42
71.4,91.19,34.23
86.95,40.51,89.21
50.14,49.28,33.13
31.53,58.48,73.41
89.64,74.97,55.59
29.65,43.36,87.99
80.17,48.51,63.67
34.48,88.63,85.76
65.19,72.21,72.56
85.17,90.49,93.05
29.48,80.54,67.24
67.04,66.88,97.58
49.16,91.57,49.89
83.68,52.9,65.09
29.7,84.57,92.78
69.5,24.27,97.13
68.7,24.55,70.41
46.23,72.81,49.9
80.13,52.83,73.55
40.96,91.87,48.69
65.73,82.51,49.28
41.74,44.07,83.5
85.77,24.8,43.05
40.72,91.38,40.53
45.86,24.74,98.41
90.84,45.9,96.13
85.01,43.1,75.89
81.06,81.75,78.03
49.02,83.72,67.22
37.36,89.44,51.26
38.14,81.81,47.91
66.07,88.2,84.68
37.36,94.68,49.82
62.39,70.57,71.62
36.69,28.85,86.68
84.77,38.66,84.27
38.11,51.35,39.03
63.87,49.14,55.3
33.72,20.83,46.75
45.75,84.87,42.18
83.24,37.74,84.86
81.48,81.1,91.79
53.78,92.46,75.29
68.02,25.88,67.06
47.04,65.52,45.09
77.7,64.94,39.63
30.49,64.66,43.18
62.63,78.91,70.67
80.86,54.94,29.12
79.63,72.56,97.1
33.79,68.37,78.68
90.34,55.12,80.66
33.56,83.46,71.68
51.72,81.9,36.92
72.22,67.26,90.7
36.68,74.32,47.9
66.84,85.36,58.13
68.17,92.33,61.49
63.81,82.43,64.94
54.1,74.14,50.88
40.39,66.54,64.22
78.47,74.45,40.43
42.63,34.39,54.34
40.25,76.17,58.7
34.97,51.18,62.06
59.48,52.55,78.5
46.0,34.49,90.43
71.42,78.36,81.28
32.26,69.56,40.31
33.45,43.67,72.41
31.33,88.99,78.52
88.83,48.22,41.39
89.56,70.52,34.35
80.14,26.56,72.58
69.23,30.92,98.31
39.05,78.53,67.14
59.05,30.7,73.73
74.87,91.27,71.58
58.94,26.18,38.05
66.83,86.09,68.1
27.2,62.98,74.99
49.5,86.12,33.6
26.19,36.56,50.58
48.18,20.89,62.92
34.61,76.19,91.2
25.86,86.1,78.39
85.52,92.22,94.41
65.54,66.27,83.58
60.41,78.63,43.63
52.32,71.78,29.01
37.24,73.3,70.35
36.88,22.65,94.21
86.01,50.27,97.53
89.52,59.08,28.92
58.59,82.66,94.19
26.29,33.25,66.43
72.42,82.64,86.07
41.51,91.92,96.39
28.24,84.16,56.01
75.4,33.14,91.67
43.22,64.42,60.37
38.9,47.49,48.61
37.79,68.87,97.29
45.36,73.15,32.97
80.17,21.09,98.88
90.17,55.29,93.27
35.99,47.85,64.01
44.67,29.96,64.16
78.07,82.42,34.57
75.89,61.31,80.04
30.18,32.53,49.17
56.41,85.83,47.51
34.21,77.41,53.34
61.17,86.87,92.5
45.78,71.34,80.75
67.21,86.57,34.35
40.57,88.55,33.62
75.15,31.53,69.23
81.75,29.17,37.11
56.46,69.52,63.99
41.95,47.88,50.12
48.72,71.4,46.13
46.15,79.45,30.17
81.19,95.63,80.28
71.34,30.01,68.24
65.13,77.64,34.75
50.84,85.78,61.32
89.35,52.74,31.21
26.95,78.21,46.97
53.21,93.72,67.63
44.39,72.16,54.19
80.13,35.57,91.85
78.82,51.13,74.03
31.99,67.18,52.65
51.96,81.01,97.45
29.87,65.76,92.28
73.07,65.07,31.64
37.56,28.14,88.62
58.65,92.75,68.32
77.47,23.22,51.35
63.61,46.94,80.98
34.5,70.44,84.02
69.31,84.77,78.75
70.33,58.45,87.64
58.44,36.01,36.15
74.2,54.23,61.47
68.01,25.01,55.01
90.93,32.2,88.85
38.89,29.25,77.32
65.34,28.82,31.98
28.09,29.06,38.84
72.65,26.69,45.78
52.7,89.26,51.35
84.81,68.67,69.6
34.12,29.93,68.88
45.22,57.57,30.08
70.02,33.34,51.66
57.42,40.81,56.14
55.73,37.96,37.5
85.48,53.67,51.94
84.34,74.54,92.1
89.16,51.74,45.65
72.16,79.86,29.63
68.59,25.96,31.98
79.05,62.1,72.79
76.14,49.97,98.49
52.94,80.97,74.62
79.85,41.23,89.73
50.59,37.5,28.96
26.17,44.92,70.25
31.28,36.18,85.26
51.89,38.72,77.81
71.01,70.97,38.87
75.38,41.22,64.63
55.71,66.2,30.8
78.5,54.3,71.84
49.96,42.71,95.99
69.75,59.56,79.83
68.5,86.48,42.2
70.77,34.15,98.32
52.67,54.63,57.38
48.5,36.32,51.71
64.44,30.83,81.92
31.76,82.35,55.81
54.64,44.2,31.53
33.24,40.04,47.23
74.31,22.36,50.73
77.11,27.15,81.45
64.46,34.11,98.6
38.83,57.37,97.12
48.95,71.9,75.67
73.26,87.64,52.88
58.66,50.97,63.81
39.06,54.56,65.64
82.48,42.57,76.66
56.03,95.96,98.85
67.61,82.09,34.27
56.72,93.77,44.94
72.49,35.83,69.0
55.57,63.2,85.66
25.1,39.31,69.3
66.71,21.51,78.1
39.01,49.39,36.07
90.8,83.62,83.68
37.1,95.66,86.49
57.2,62.89,79.47
51.87,76.47,37.26
38.85,26.92,54.43
70.76,86.82,55.56
69.51,78.55,75.58
36.64,76.42,29.2
68.37,58.92,55.77
83.27,32.24,65.13
40.63,65.36,44.4
74.07,42.49,51.77
37.72,65.54,56.48
40.53,85.27,49.34
42.73,34.63,97.65
63.85,22.93,71.12
86.2,71.49,87.71
69.35,59.82,37.39
34.71,77.87,39.38
37.16,44.14,51.78
89.23,52.02,41.13
78.07,65.99,28.44
66.84,27.28,44.9
39.99,80.01,66.87
49.32,70.35,88.35
78.88,69.86,56.36
82.58,39.13,72.78
39.06,48.72,46.83
26.04,70.78,91.15
82.52,38.28,56.08
31.04,28.1,83.6
44.01,44.46,98.43
79.85,53.13,40.91
32.32,48.54,51.72
30.93,42.5,33.73
45.16,75.13,80.69
88.54,26.45,87.47
49.31,46.39,86.86
47.78,62.82,34.91
89.32,87.34,69.47
37.48,83.84,67.79
37.88,56.54,30.39
28.19,37.32,54.66
48.49,21.48,97.14
29.48,20.18,84.07
36.11,55.16,49.76
71.73,90.57,49.66
60.1,82.13,66.55
55.88,25.48,99.0
47.56,61.16,55.28
78.19,86.66,67.29
69.68,56.06,61.65
72.16,61.98,96.17
78.08,35.52,86.56
46.03,71.73,71.27
27.08,94.51,58.98
72.61,36.28,77.89
36.37,51.26,36.23
53.18,58.16,64.51
78.3,48.95,28.46
68.68,34.24,42.81
58.28,81.05,93.16
87.69,75.01,69.02
57.83,28.28,87.89
69.03,46.87,44.86
38.48,42.53,43.53
64.82,56.16,71.71
31.83,78.24,33.59
73.05,91.57,33.14
63.39,36.44,96.91
85.4,32.91,67.76
57.29,38.49,94.59
83.02,45.77,61.16
83.51,83.87,77.53
64.38,84.18,89.95
54.58,30.8,98.74
27.93,94.49,85.79
64.51,68.18,40.3
52.21,62.66,67.17
34.84,71.27,55.84
50.89,22.36,89.55
39.48,94.87,89.17
83.49,62.72,55.07
38.17,41.7,95.25
75.08,65.18,88.68
25.81,24.71,82.07
44.43,75.45,77.73
71.16,69.85,49.51
37.71,31.75,71.3
59.81,27.71,94.24
56.68,78.37,97.72
76.18,72.46,44.56
83.08,78.66,67.87
82.92,91.05,97.35
26.34,45.8,81.41
55.58,52.8,88.33
31.02,49.85,95.1
55.5,49.98,50.98
73.61,46.72,89.87
72.19,76.01,45.25
64.31,43.29,83.78
50.22,79.57,48.13
41.85,20.57,72.37
66.59,92.76,40.91
66.78,55.92,96.41
34.12,29.71,79.94
89.61,64.41,94.59
61.46,54.12,66.83
41.29,94.44,54.91
63.25,49.43,53.75
51.65,89.93,76.83
40.35,92.66,68.75
72.2,47.58,98.16
35.67,47.52,47.76
51.16,45.99,33.54
52.13,36.94,82.57
36.82,24.91,49.61
68.8,39.71,82.6
57.18,61.3,51.13
80.86,20.2,58.47
80.83,48.38,51.69
66.89,40.79,71.36
76.64,69.04,92.9
88.22,87.73,73.45
44.93,48.01,49.2
44.26,77.67,90.98
47.83,57.96,90.59
59.8,68.86,56.41
78.98,55.33,49.83
37.85,20.76,93.68
26.73,25.94,73.87
61.39,46.87,58.23
31.6,26.36,36.86
65.78,31.65,46.56
46.86,46.59,45.03
68.05,40.96,50.39
88.09,21.58,63.27
65.0,63.45,40.75
33.81,60.07,41.78
60.15,82.52,75.81
90.24,65.96,59.6
47.69,51.12,45.23
89.31,74.67,65.77
28.41,36.53,53.39
62.85,46.25,36.74
32.31,95.62,98.34
58.77,80.99,41.47
75.46,43.66,55.72
31.34,50.44,29.77
52.44,88.23,44.31
55.08,72.1,88.11
74.23,85.3,32.66
61.72,65.05,49.54
33.78,89.65,72.6
90.29,80.92,43.3
28.88,70.71,58.3
65.02,32.79,32.31
70.11,78.67,28.05
29.31,80.91,46.68
88.04,56.48,80.79
60.93,79.35,98.38
39.45,59.85,82.95
69.45,32.39,50.07
47.67,85.27,80.87
38.95,90.29,69.1
80.51,40.72,82.14
58.62,84.41,52.58
53.34,45.84,77.27
67.52,47.83,29.27
65.94,44.88,78.57
61.06,94.64,83.82
43.51,40.78,89.17
30.49,21.42,63.09
81.65,80.36,69.29
35.12,83.24,87.0
38.5,81.02,80.59
26.14,78.37,66.67
47.92,61.28,56.55
54.75,41.56,75.03
25.89,51.91,66.15
27.19,50.31,74.54
58.25,64.48,63.38
72.81,87.94,62.01
73.78,54.6,42.88
58.65,84.84,35.53
50.49,89.32,48.81
47.29,26.26,54.85
66.84,76.35,51.94
65.26,48.49,94.41
44.59,28.89,54.33
79.52,29.25,91.72
87.82,46.08,96.38
66.05,49.2,90.63
83.1,26.21,50.48
70.04,85.96,97.6
49.09,91.65,63.17
84.27,23.35,30.31
88.82,69.3,92.02
49.85,79.25,67.28
38.09,26.39,43.02
70.71,50.18,80.86
29.93,42.16,60.71
83.21,63.2,50.12
86.48,47.54,44.33
69.33,23.99,47.85
88.46,93.15,31.63
74.86,91.82,61.93
37.36,73.94,53.4
66.17,31.08,29.75
61.9,66.2,82.43
46.22,32.7,31.18
48.48,47.56,51.65
67.49,93.65,34.58
67.18,41.26,80.38
74.38,56.51,29.45
89.01,94.41,67.44
60.03,41.66,66.05
38.76,35.45,98.74
54.85,88.87,51.76
30.15,28.14,64.61
27.39,26.22,53.55
31.32,61.54,82.66
90.58,80.57,75.48
83.91,40.94,39.77
71.33,58.83,47.15
38.53,28.58,79.53
78.31,94.48,90.44
82.51,72.64,61.94
59.35,36.82,58.19
71.33,90.12,36.4
27.79,45.57,40.94
27.95,61.29,75.12
74.71,78.8,83.87
74.07,20.39,80.12
42.13,32.47,67.07
58.51,27.3,83.24
82.72,92.69,58.07
81.73,77.89,62.01
55.03,83.11,56.61
47.16,54.27,87.82
51.35,79.09,80.98
25.72,43.2,75.61
46.32,28.39,57.72
69.54,55.34,55.05
75.1,92.94,81.81
31.38,85.04,49.92
56.48,92.13,41.18
82.39,51.95,82.58
29.75,57.74,34.52
79.27,68.81,78.88
76.23,49.34,85.68
82.54,58.32,81.07
85.08,78.55,66.14
60.19,85.92,54.76
45.83,60.12,94.2
45.31,87.33,44.58
34.68,52.5,53.73
35.42,73.55,70.23
76.42,28.64,42.45
72.63,86.77,55.88
70.49,92.35,72.44
54.21,24.36,90.28
55.79,49.0,78.46
88.43,40.92,90.75
74.57,68.4,57.62
83.12,37.69,37.51
29.09,56.64,28.97
41.08,87.8,90.37
80.77,34.86,62.36
44.26,65.09,89.2
41.26,93.69,40.4
56.52,24.57,72.34
26.88,54.74,58.53
27.52,73.3,78.5
78.15,21.33,82.02
86.71,70.64,57.71
28.77,83.56,40.44
54.32,32.2,72.81
58.27,65.57,35.82
27.78,41.33,84.56
55.08,92.85,49.81
58.38,33.33,51.38
43.55,25.83,60.64
71.22,88.2,68.54
39.7,37.63,72.62
44.56,73.32,69.36
49.79,90.21,80.99
83.25,79.92,85.53
66.17,76.55,75.34
35.71,63.87,50.55
64.59,88.94,67.39
38.23,63.23,56.53
51.06,83.26,85.98
74.46,53.59,95.51
72.17,67.68,58.07
48.77,74.86,59.19
60.19,89.98,49.3
49.71,83.68,31.42
72.68,64.42,28.41
31.69,57.73,50.54
45.77,68.98,78.5
84.75,43.67,72.08
62.74,29.0,38.76
83.62,28.01,98.9
71.46,79.02,56.4
33.19,71.44,86.58
26.7,61.3,73.56
85.34,73.81,62.75
75.32,83.77,49.74
80.4,39.89,62.6
30.81,87.4,66.6
47.61,79.86,43.8
86.47,29.56,61.03
86.84,23.29,75.04
89.98,50.18,35.9
67.76,92.21,95.55
49.0,78.49,46.32
28.74,61.7,57.25
26.72,49.46,34.23
42.59,74.16,83.72
53.08,22.81,94.24
56.92,25.59,95.54
89.9,55.46,96.87
49.0,33.07,64.09
44.87,44.82,43.64
41.73,84.71,42.02
54.27,64.54,37.89
69.59,27.08,31.64
82.37,93.4,33.16
67.33,70.2,78.42
32.46,93.79,60.58
89.61,27.47,49.99
57.44,48.18,91.58
75.57,49.6,86.62
80.71,25.22,58.65
54.55,61.7,69.67
77.11,37.88,96.95
65.23,25.18,49.44
68.12,34.56,80.25
87.68,46.9,72.51
67.88,46.77,78.91
66.19,95.5,77.64
56.66,71.82,98.84
32.58,29.8,28.12
38.5,90.56,89.95
45.94,51.33,60.0
89.81,37.09,40.42
53.09,88.53,70.79
56.48,80.28,80.62
29.54,25.22,93.36
88.44,35.72,53.81
65.01,29.07,68.37
81.51,63.17,47.13
79.44,88.42,72.0
73.67,35.77,87.55
76.52,30.87,50.98
58.6,23.9,69.15
33.14,27.4,49.29
25.47,82.31,96.21
36.46,76.63,86.58
41.66,24.93,61.27
57.84,67.14,62.85
52.26,26.59,30.04
75.18,76.52,95.55
72.87,70.56,35.33
49.38,39.72,36.45
83.93,36.71,91.56
62.71,77.7,63.54
58.23,81.8,98.02
59.28,30.07,94.92
27.84,33.85,94.9
39.1,44.49,81.35
34.12,87.98,37.43
33.13,79.01,43.6
87.1,81.32,44.04
80.45,58.7,58.27
32.24,29.36,68.13
61.6,23.8,87.61
42.56,38.94,87.28
66.81,75.58,95.5
44.09,56.57,60.65
72.43,62.7,72.37
89.21,53.71,51.36
79.37,44.51,41.17
47.43,67.29,64.61
45.34,74.36,97.66
58.35,95.56,60.58
53.34,54.78,89.88
66.51,22.55,65.21
40.24,61.28,94.66
68.42,74.6,43.91
75.74,24.03,49.0
31.12,43.06,58.46
53.34,37.87,68.03
28.13,45.78,29.01
60.94,62.41,79.71
69.62,91.2,53.19
86.87,86.07,87.32
60.07,88.97,53.52
26.28,58.0,34.56
59.22,86.32,79.86
27.52,60.42,63.09
58.33,42.38,84.37
44.71,82.81,62.71
58.33,50.34,42.81
55.79,32.58,92.82
55.29,82.74,55.48
73.63,80.04,46.34
75.38,54.12,73.27
82.27,86.92,56.21
51.54,84.56,90.04
33.12,28.93,46.31
71.89,52.52,97.07
80.79,36.88,36.53
79.15,81.41,28.34
26.1,24.88,78.66
84.52,65.62,90.3
55.19,37.03,74.67
46.41,72.55,67.21
73.83,28.94,81.56
88.04,42.76,30.13
75.62,35.53,32.25
88.0,20.75,46.68
65.21,23.2,78.95
63.59,64.07,68.26
59.06,20.29,49.25
70.21,71.78,84.42
68.17,43.24,89.67
26.57,53.37,85.91
43.11,74.71,53.97
75.38,72.73,72.17
28.52,59.55,58.64
39.22,55.2,95.15
77.24,79.0,45.04
82.66,24.75,67.42
77.91,64.59,50.83
88.37,38.56,45.59
45.61,87.95,29.71
77.03,92.14,34.88
67.22,65.57,66.94
67.35,37.4,60.87
33.44,70.56,41.51
66.44,63.78,97.93
38.44,66.51,84.36
82.28,75.17,71.17
33.17,30.39,86.68
78.07,59.7,71.41
84.99,81.53,50.56
79.91,80.5,87.34
64.2,74.15,93.73
59.45,63.44,90.02
48.41,41.6,68.47
25.55,83.51,59.16
30.76,64.96,50.51
57.28,74.11,90.77
68.35,52.43,51.55
77.84,85.78,45.32
48.47,43.18,29.91
76.01,70.94,39.41
79.16,40.85,36.75
89.5,50.51,50.32
64.54,83.78,64.76
81.36,47.33,52.48
54.73,31.72,93.45
32.65,59.87,55.37
70.18,64.27,72.74
87.96,23.38,43.81
80.62,51.31,46.64
51.9,46.1,84.17
63.96,41.12,79.89
87.01,24.31,87.23
75.06,91.23,34.7
28.72,24.41,48.4
31.81,36.21,96.58
89.6,27.79,93.91
78.54,66.57,59.39
58.93,85.68,42.46
61.79,76.96,34.09
32.24,40.67,61.42
83.89,90.56,61.4
57.46,43.54,44.79
34.28,38.64,87.92
57.24,46.04,84.86
45.19,85.02,33.04
54.91,86.97,71.6
78.92,54.95,32.29
31.69,46.51,70.2
68.98,21.95,53.76
85.4,75.54,43.53
51.61,91.2,72.13
55.79,20.31,87.28
82.31,36.48,68.0
78.04,20.91,74.5
28.34,55.06,36.08
45.12,22.76,39.31
26.71,59.12,65.83
43.44,34.12,87.81
69.54,29.32,56.4
52.23,55.96,48.36
76.73,35.56,37.86
31.29,36.88,97.08
47.61,44.56,30.13
46.94,69.28,59.05
84.92,21.99,57.51
65.47,53.54,46.28
53.25,56.71,92.33
50.7,30.73,68.64
72.25,33.37,32.81
85.66,82.97,47.62
82.39,78.99,75.32
75.29,95.47,96.07
71.03,34.1,72.29
65.61,82.39,28.12
36.29,46.27,44.62
27.19,67.37,85.43
89.25,80.05,34.75
67.45,81.87,63.74
90.54,66.1,93.4
82.06,82.05,30.16
67.95,77.16,84.5
43.81,35.81,39.9
56.45,88.46,39.01
85.84,66.0,41.19
35.48,26.37,45.9
80.77,81.64,68.41
42.65,73.97,42.29
65.62,28.0,39.53
73.08,67.09,59.23
79.55,54.11,74.23
52.15,33.16,96.43
46.25,42.79,87.03
71.7,90.37,69.95
79.54,23.94,36.5
49.12,40.11,63.77
65.87,64.23,84.71
46.55,87.08,59.11
67.52,79.47,64.6
83.85,22.33,92.35
75.59,84.0,31.86
80.78,27.67,38.6
67.69,93.92,79.29
79.46,37.75,49.15
65.7,53.31,78.26
35.12,25.89,52.92
82.71,80.98,76.8
46.42,54.95,34.16
25.97,54.09,56.26
87.31,55.09,46.97
83.31,44.03,37.75
32.67,49.24,46.19
31.82,20.82,77.54
46.42,65.27,84.53
32.57,93.35,92.63
64.43,45.29,49.07
46.75,82.34,68.63
41.68,85.52,30.58
62.96,95.1,33.76
46.26,78.51,76.98
29.97,64.72,79.74
27.54,28.96,95.52
37.74,58.18,66.85
88.09,23.49,65.12
63.73,42.84,83.72
54.67,68.78,93.24
81.3,23.27,74.85
47.79,74.31,65.74
40.25,70.86,81.84
82.22,35.48,77.34
68.98,70.1,53.22
73.38,54.2,71.03
72.02,46.46,95.22
89.73,28.5,57.6
50.37,20.97,58.84
34.81,22.22,60.97
74.41,42.92,78.15
66.9,42.71,62.0
70.04,67.61,81.9
50.29,34.94,65.94
